Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Cidade / UF;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada;Observação
2244;18/03/2020;3;5;11;34;37;42;1;CANAL ELETRONICO;R$12.147.334,80;77;R$26.469,15;4706;R$618,70;R$12.292.230,79;R$35.350.038,00;R$16.000.000,00;R$25.603.537,52;
2245;21/03/2020;11;14;15;18;33;34;1;MINACU/GO;R$15.186.785,88;51;R$30.810,39;3048;R$736,46;R$0,00;R$27.253.773,00;R$1.000.000,00;R$26.017.045,41;
2246;25/03/2020;5;9;24;27;33;46;0;;R$0,00;51;R$13.197,43;2227;R$431,75;R$1.239.864,34;R$11.673.981,00;R$2.500.000,00;R$26.194.168,90;
2247;28/03/2020;1;42;44;47;48;53;0;;R$0,00;10;R$86.553,24;908;R$1.361,75;R$2.834.266,14;R$15.012.139,50;R$4.800.000,00;R$26.421.940,61;
2248;01/04/2020;9;15;20;29;30;42;1;CANAL ELETRONICO;R$4.906.932,90;29;R$38.798,69;1618;R$993,43;R$0,00;R$19.515.258,00;R$1.800.000,00;R$26.718.035,87;
2249;04/04/2020;4;9;31;47;49;53;0;;R$0,00;27;R$39.850,68;1782;R$862,56;R$8.131.697,06;R$18.662.022,00;R$10.500.000,00;R$27.001.185,41;
2250;08/04/2020;27;33;39;52;57;58;0;;R$0,00;27;R$53.018,19;2385;R$857,43;R$10.768.654,46;R$24.828.354,00;R$13.000.000,00;R$27.377.893,63;
2251;11/04/2020;5;15;22;26;54;58;0;;R$0,00;29;R$49.650,39;2222;R$925,71;R$13.421.030,49;R$24.973.528,50;R$17.000.000,00;R$27.756.804,50;
2252;15/04/2020;1;17;30;37;46;50;0;;R$0,00;20;R$83.292,59;1723;R$1.381,18;R$16.489.704,97;R$28.893.199,50;R$20.000.000,00;R$28.195.186,58;
2253;18/04/2020;31;32;33;39;52;55;0;;R$0,00;26;R$73.343,98;2224;R$1.224,91;R$20.002.495,57;R$33.074.788,50;R$24.000.000,00;R$28.697.013,83;
2254;22/04/2020;4;9;24;44;47;56;0;;R$0,00;55;R$31.749,26;3561;R$700,52;R$32.702.767,79;R$30.286.948,50;R$36.000.000,00;R$29.156.542,57;
2255;25/04/2020;15;20;39;41;49;57;0;;R$0,00;25;R$93.534,52;2144;R$1.558,07;R$37.010.278,58;R$40.557.501,00;R$42.000.000,00;R$29.771.901,28;
2256;29/04/2020;9;10;30;37;47;54;0;;R$0,00;45;R$59.723,61;3334;R$1.151,58;R$41.961.050,91;R$46.614.150,00;R$47.000.000,00;R$30.479.154,48;
2257;02/05/2020;18;21;30;31;34;51;0;;R$0,00;32;R$83.236,06;2791;R$1.363,33;R$46.867.597,63;R$46.197.742,50;R$50.000.000,00;R$31.180.089,74;
2258;05/05/2020;1;5;7;14;23;26;0;;R$0,00;113;R$19.496,62;6772;R$464,75;R$50.925.973,03;R$38.211.759,00;R$56.000.000,00;R$31.759.857,67;
2259;07/05/2020;20;27;41;54;56;58;0;;R$0,00;31;R$99.682,34;3356;R$1.315,40;R$71.651.016,29;R$53.596.836,00;R$80.000.000,00;R$32.573.055,67;
2260;09/05/2020;12;14;34;35;37;47;0;;R$0,00;91;R$45.513,08;6688;R$884,67;R$79.280.446,23;R$71.835.133,50;R$90.000.000,00;R$33.662.974,24;
2261;13/05/2020;7;23;26;27;29;51;0;;R$0,00;141;R$36.059,08;10502;R$691,61;R$88.646.317,02;R$88.184.646,00;R$100.000.000,00;R$35.000.955,81;
2262;16/05/2020;7;8;14;23;30;46;1;CURITIBA/PR;R$101.195.308,30;198;R$34.405,61;12850;R$757,34;R$0,00;R$118.155.415,50;R$2.000.000,00;R$36.793.668,86;
2263;20/05/2020;9;24;33;43;49;57;0;;R$0,00;36;R$40.048,08;2492;R$826,49;R$2.655.819,54;R$25.005.951,00;R$5.500.000,00;R$37.173.071,66;
2264;23/05/2020;2;3;8;19;29;37;0;;R$0,00;73;R$25.246,01;4354;R$604,68;R$28.424.765,11;R$31.965.007,50;R$33.000.000,00;R$37.658.060,75;
2265;27/05/2020;14;20;23;39;46;50;0;;R$0,00;50;R$51.863,40;2926;R$1.266,07;R$33.201.656,55;R$44.976.969,00;R$38.000.000,00;R$38.340.473,81;
2266;30/05/2020;10;23;31;37;58;59;0;;R$0,00;50;R$64.685,64;4167;R$1.108,80;R$39.159.544,26;R$56.096.676,00;R$45.000.000,00;R$39.191.600,65;
2267;03/06/2020;20;32;33;48;49;53;1;CANAL ELETRONICO;R$45.553.191,42;33;R$105.176,88;4064;R$1.220,06;R$0,00;R$60.199.582,50;R$2.500.000,00;R$40.104.978,82;
2268;06/06/2020;4;13;23;28;30;52;0;;R$0,00;48;R$35.721,30;2953;R$829,48;R$3.158.514,56;R$29.739.091,50;R$7.000.000,00;R$40.556.195,19;
2269;10/06/2020;1;11;14;23;29;55;0;;R$0,00;47;R$39.726,16;3225;R$827,07;R$21.511.693,98;R$32.384.236,50;R$26.000.000,00;R$41.047.545,04;
2270;13/06/2020;14;16;38;39;41;48;0;;R$0,00;53;R$46.373,51;2707;R$1.297,05;R$26.039.212,97;R$42.628.995,00;R$32.000.000,00;R$41.694.333,48;
2271;17/06/2020;6;10;27;28;41;52;0;;R$0,00;50;R$56.983,62;4150;R$980,78;R$31.287.703,61;R$49.417.326,00;R$37.000.000,00;R$42.444.117,87;
2272;20/06/2020;2;5;11;24;41;49;0;;R$0,00;71;R$45.670,97;5667;R$817,42;R$37.260.986,05;R$56.241.625,50;R$45.000.000,00;R$43.297.443,94;
2273;24/06/2020;15;16;20;38;40;58;1;BRASILIA/DF;R$43.269.740,25;48;R$67.956,15;3830;R$1.216,67;R$0,00;R$56.575.611,00;R$2.500.000,00;R$44.155.837,42;
2274;27/06/2020;8;11;17;33;40;55;0;;R$0,00;62;R$24.042,23;2996;R$710,76;R$18.148.340,83;R$25.853.877,00;R$23.000.000,00;R$44.548.105,39;
2275;01/07/2020;2;4;25;36;50;53;0;;R$0,00;51;R$43.339,89;3212;R$983,06;R$22.220.008,99;R$38.336.917,50;R$27.000.000,00;R$45.129.772,29;
2276;04/07/2020;5;15;18;27;49;57;0;;R$0,00;75;R$36.939,97;5403;R$732,52;R$27.323.557,62;R$48.052.620,00;R$33.000.000,00;R$45.858.850,69;
2277;08/07/2020;10;22;23;37;53;60;0;;R$0,00;89;R$31.990,12;5597;R$726,69;R$32.568.253,95;R$49.381.600,50;R$40.000.000,00;R$46.608.093,03;
2278;11/07/2020;8;17;34;37;43;45;0;;R$0,00;98;R$35.640,86;6533;R$763,77;R$39.002.367,76;R$60.580.597,50;R$44.000.000,00;R$47.527.252,15;
2279;14/07/2020;5;12;14;20;27;28;1;SAO PAULO/SP;R$43.234.926,10;120;R$19.147,29;6212;R$528,39;R$15.768.710,74;R$39.851.784,00;R$20.000.000,00;R$48.131.903,37;
2280;16/07/2020;28;29;31;50;58;59;0;;R$0,00;20;R$98.944,99;1639;R$1.724,83;R$19.414.052,44;R$34.322.827,50;R$24.000.000,00;R$48.652.666,49;
2281;18/07/2020;14;27;35;40;50;55;0;;R$0,00;43;R$52.989,08;2462;R$1.322,11;R$23.611.345,48;R$39.519.742,50;R$29.000.000,00;R$49.252.279,79;
2282;22/07/2020;12;27;30;36;45;52;1;ATIBAIA/SP;R$28.456.665,08;44;R$59.779,92;3467;R$1.083,81;R$0,00;R$45.621.256,50;R$2.500.000,00;R$49.944.468,31;
2283;25/07/2020;4;24;37;43;59;60;0;;R$0,00;41;R$39.429,16;2615;R$883,14;R$2.977.939,24;R$28.038.879,00;R$6.600.000,00;R$50.369.888,22;
2284;29/07/2020;4;10;12;14;36;46;0;;R$0,00;43;R$39.587,48;3278;R$741,85;R$17.931.857,56;R$29.524.707,00;R$23.000.000,00;R$50.817.851,84;
2285;01/08/2020;1;7;10;12;33;42;2;"BRASILIA/DF; ARACATUBA/SP";R$11.323.343,69;160;R$15.996,75;7967;R$458,94;R$0,00;R$44.392.626,00;R$3.000.000,00;R$51.491.398,97;
2286;05/08/2020;9;21;30;41;42;43;0;;R$0,00;28;R$56.321,66;1649;R$1.366,20;R$2.905.011,81;R$27.352.228,50;R$6.500.000,00;R$51.906.400,68;
2287;08/08/2020;2;4;6;29;41;56;0;;R$0,00;45;R$45.775,06;3261;R$902,38;R$6.699.522,84;R$35.727.336,00;R$11.000.000,00;R$52.448.473,70;
2288;11/08/2020;2;26;35;39;40;56;0;;R$0,00;16;R$81.484,20;1545;R$1.205,49;R$9.101.162,40;R$22.612.711,50;R$12.500.000,00;R$52.791.565,07;
2289;13/08/2020;6;9;34;37;38;45;0;;R$0,00;33;R$53.948,07;2808;R$905,72;R$23.126.358,55;R$30.877.992,00;R$27.000.000,00;R$53.260.061,41;
2290;15/08/2020;5;18;36;44;57;60;0;;R$0,00;96;R$25.025,89;4532;R$757,30;R$27.551.989,23;R$41.669.662,50;R$33.000.000,00;R$53.892.294,37;
2291;19/08/2020;12;26;31;36;37;49;0;;R$0,00;37;R$79.084,35;3269;R$1.278,73;R$32.942.212,09;R$50.751.810,00;R$40.000.000,00;R$54.662.326,23;
2292;22/08/2020;6;16;18;33;42;57;0;;R$0,00;94;R$36.313,40;5865;R$831,43;R$39.230.164,19;R$59.204.407,50;R$47.000.000,00;R$55.560.605,11;
2293;26/08/2020;1;2;10;37;42;48;0;;R$0,00;69;R$51.206,89;5498;R$918,06;R$45.738.828,97;R$61.282.534,50;R$52.000.000,00;R$56.490.414,38;
2294;29/08/2020;9;15;20;33;41;43;0;;R$0,00;49;R$85.567,49;5779;R$1.036,46;R$72.530.802,23;R$72.721.714,50;R$82.000.000,00;R$57.593.784,60;
2295;02/09/2020;6;13;26;28;35;41;0;;R$0,00;162;R$33.025,53;9693;R$788,51;R$82.386.315,18;R$92.794.887,00;R$95.000.000,00;R$59.001.715,04;
2296;05/09/2020;1;6;21;29;36;59;2;"CANAL ELETRONICO; CAMPINAS/SP";R$47.160.446,98;166;R$39.028,74;8642;R$1.070,97;R$0,00;R$112.370.395,50;R$2.500.000,00;R$60.706.654,87;
2297;09/09/2020;20;22;35;40;41;59;0;;R$0,00;14;R$97.017,77;1200;R$1.616,96;R$2.502.037,19;R$23.558.008,50;R$6.000.000,00;R$61.064.088,78;
2298;12/09/2020;13;17;21;31;41;49;0;;R$0,00;46;R$41.659,96;3133;R$873,81;R$6.032.170,56;R$33.238.080,00;R$9.000.000,00;R$61.568.393,58;
2299;15/09/2020;2;3;19;40;44;60;0;;R$0,00;22;R$55.054,82;1903;R$909,24;R$27.154.067,32;R$21.007.638,00;R$32.000.000,00;R$61.887.131,98;
2300;17/09/2020;9;21;37;39;43;54;0;;R$0,00;76;R$29.541,74;3877;R$827,28;R$31.289.910,51;R$38.941.159,50;R$36.000.000,00;R$62.477.966,72;
2301;19/09/2020;17;18;35;36;47;52;0;;R$0,00;66;R$44.296,26;4333;R$963,88;R$36.675.402,78;R$50.707.269,00;R$43.000.000,00;R$63.247.322,77;
2302;23/09/2020;18;22;25;27;43;44;0;;R$0,00;126;R$27.380,62;6684;R$737,35;R$43.030.587,25;R$59.837.436,00;R$50.000.000,00;R$64.155.206,28;
2303;26/09/2020;3;7;17;20;48;50;0;;R$0,00;145;R$28.857,20;8431;R$708,99;R$50.738.496,78;R$72.574.060,50;R$60.000.000,00;R$65.256.336,23;
2304;30/09/2020;12;21;29;54;56;57;0;;R$0,00;90;R$47.955,93;5934;R$1.039,05;R$78.511.094,25;R$74.858.998,50;R$90.000.000,00;R$66.392.134,40;
2305;03/10/2020;7;16;22;38;55;57;0;;R$0,00;124;R$48.190,57;9225;R$925,37;R$89.518.834,75;R$103.643.721,00;R$100.000.000,00;R$67.964.668,78;
2306;07/10/2020;3;19;28;33;57;58;1;ABREU E LIMA/PE;R$103.029.826,38;258;R$28.428,45;15713;R$666,83;R$0,00;R$127.213.159,50;R$3.000.000,00;R$69.894.810,44;
2307;10/10/2020;16;33;38;46;53;55;0;;R$0,00;45;R$41.739,35;2828;R$948,81;R$3.459.972,23;R$32.577.475,50;R$6.500.000,00;R$70.389.092,21;
2308;14/10/2020;9;13;26;38;58;60;1;SANTOS/SP;R$6.648.106,25;57;R$30.363,18;3408;R$725,47;R$0,00;R$30.017.974,50;R$2.500.000,00;R$70.844.539,95;
2309;17/10/2020;9;11;29;30;33;60;0;;R$0,00;38;R$46.985,60;3092;R$824,91;R$24.946.942,36;R$30.967.605,00;R$29.000.000,00;R$71.314.395,95;
2310;20/10/2020;13;17;28;29;42;53;0;;R$0,00;52;R$34.291,23;3573;R$712,94;R$28.231.681,13;R$30.927.559,50;R$32.000.000,00;R$71.783.644,37;
2311;22/10/2020;3;5;9;35;43;60;0;;R$0,00;58;R$42.990,76;5162;R$690,06;R$32.824.904,54;R$43.247.637,00;R$38.000.000,00;R$72.439.819,16;
2312;24/10/2020;3;27;39;46;47;60;0;;R$0,00;43;R$71.554,38;3773;R$1.164,98;R$38.492.764,36;R$53.365.909,50;R$45.000.000,00;R$73.249.513,44;
2313;28/10/2020;3;20;26;45;49;58;0;;R$0,00;66;R$54.216,40;5055;R$1.011,24;R$45.084.336,78;R$62.063.154,00;R$52.000.000,00;R$74.191.166,66;
2314;31/10/2020;6;7;28;42;45;49;1;CANAL ELETRONICO;R$53.047.796,53;105;R$41.171,63;7551;R$817,87;R$17.663.394,04;R$74.980.201,50;R$22.000.000,00;R$75.328.803,79;O ganhador do canal eletrônico do prêmio principal é da cidade de Goiânia/GO.
2315;04/11/2020;1;10;17;26;30;53;0;;R$0,00;55;R$40.631,54;3898;R$819,00;R$21.780.010,44;R$38.760.129,00;R$27.000.000,00;R$75.916.891,85;
2316;07/11/2020;2;11;43;49;52;56;0;;R$0,00;56;R$57.345,38;3984;R$1.151,51;R$27.695.638,77;R$55.698.781,50;R$34.000.000,00;R$76.761.981,63;
2317;11/11/2020;3;8;30;33;35;48;0;;R$0,00;132;R$25.311,77;7472;R$638,79;R$33.850.396,00;R$57.950.307,00;R$40.000.000,00;R$77.641.232,68;
2318;14/11/2020;28;44;52;54;58;60;0;;R$0,00;59;R$66.282,12;5014;R$1.114,20;R$41.054.215,42;R$67.827.784,50;R$50.000.000,00;R$78.670.349,75;
2319;18/11/2020;6;17;25;35;40;49;0;;R$0,00;51;R$74.635,43;5009;R$1.085,59;R$67.176.238,41;R$66.019.842,00;R$75.000.000,00;R$79.672.035,81;
2320;21/11/2020;6;30;35;39;42;48;1;RIBEIRAO PRETO/SP;R$76.128.023,58;92;R$52.821,09;6334;R$1.096,02;R$0,00;R$84.285.810,00;R$3.000.000,00;R$80.950.862,28;
2321;25/11/2020;14;25;28;41;43;46;1;MACEIO/AL;R$3.036.906,71;40;R$41.215,16;2494;R$944,32;R$0,00;R$28.594.089,00;R$3.000.000,00;R$81.384.706,11;
2322;28/11/2020;2;5;10;29;34;41;0;;R$0,00;65;R$27.702,32;3753;R$685,41;R$3.316.988,79;R$31.231.210,50;R$7.000.000,00;R$81.858.561,66;
2323;02/12/2020;20;27;35;39;50;59;0;;R$0,00;29;R$67.337,34;1825;R$1.528,59;R$6.914.220,24;R$33.869.844,00;R$11.000.000,00;R$82.372.451,87;
2324;05/12/2020;2;16;19;31;43;60;0;;R$0,00;43;R$58.591,46;3451;R$1.042,94;R$26.354.348,85;R$43.698.046,50;R$32.000.000,00;R$83.035.460,50;
2325;08/12/2020;33;34;37;46;52;60;0;;R$0,00;27;R$68.402,27;2233;R$1.181,53;R$29.756.461,46;R$32.032.696,50;R$34.000.000,00;R$83.521.476,60;
2326;10/12/2020;10;16;27;34;36;57;0;;R$0,00;55;R$45.721,34;3883;R$925,15;R$34.388.754,51;R$43.615.498,50;R$40.000.000,00;R$84.183.232,77;
2327;12/12/2020;30;37;45;54;57;58;0;;R$0,00;47;R$64.714,34;3521;R$1.234,05;R$39.991.654,06;R$52.754.274,00;R$46.000.000,00;R$84.983.647,01;
2328;16/12/2020;8;11;14;39;48;53;0;;R$0,00;67;R$49.966,34;5059;R$945,34;R$46.158.552,23;R$58.064.620,50;R$52.000.000,00;R$85.864.632,48;
2329;19/12/2020;12;14;28;42;45;55;2;"CAMPINA GRANDE/PB; SAO PAULO/SP";R$26.798.752,27;93;R$43.422,45;6837;R$843,78;R$104.051.609,25;R$70.041.685,50;R$300.000.000,00;R$104.051.609,25;
2330;31/12/2020;17;20;22;35;41;42;2;"CANAL ELETRONICO; ARACAJU/SE";R$162.625.108,22;1384;R$48.978,81;105342;R$919,27;R$0,00;R$1.175.719.054,50;R$1.500.000,00;R$0,00;
2331;02/01/2021;11;13;16;36;53;57;0;;R$0,00;10;R$50.540,79;808;R$893,57;R$931.014,47;R$8.765.995,50;R$4.000.000,00;R$133.002,09;
2332;06/01/2021;12;33;35;36;44;52;0;;R$0,00;32;R$49.795,46;2688;R$846,86;R$3.866.325,36;R$27.637.510,50;R$8.000.000,00;R$552.332,23;
2333;09/01/2021;9;16;31;41;53;55;0;;R$0,00;16;R$128.304,01;1994;R$1.470,74;R$7.647.917,37;R$35.605.696,50;R$12.000.000,00;R$1.092.559,66;
2334;13/01/2021;4;13;20;22;25;60;1;SERRINHA/BA;R$11.854.874,71;66;R$34.602,68;4609;R$707,86;R$7.451.635,52;R$39.610.737,00;R$13.000.000,00;R$1.693.553,58;
2335;16/01/2021;9;18;23;42;47;49;0;;R$0,00;91;R$26.442,64;5286;R$650,31;R$11.884.255,98;R$41.735.475,00;R$17.000.000,00;R$2.326.785,09;
2336;20/01/2021;8;10;20;27;28;50;0;;R$0,00;75;R$32.688,93;4701;R$745,02;R$16.400.489,52;R$42.522.736,50;R$22.000.000,00;R$2.971.961,32;
2337;23/01/2021;2;9;34;49;51;55;1;FORTALEZA/CE;R$21.898.260,37;84;R$35.529,81;4321;R$986,71;R$0,00;R$51.764.431,50;R$2.000.000,00;R$3.757.357,17;
2338;26/01/2021;8;21;23;34;42;47;0;;R$0,00;22;R$41.770,96;1692;R$775,88;R$1.692.823,18;R$15.938.829,00;R$4.000.000,00;R$3.999.189,07;
2339;28/01/2021;4;18;29;47;48;59;0;;R$0,00;19;R$68.776,09;1746;R$1.069,17;R$15.757.856,01;R$22.664.718,00;R$19.000.000,00;R$4.343.069,52;
2340;30/01/2021;16;21;28;41;49;51;0;;R$0,00;24;R$93.309,21;2408;R$1.328,56;R$19.883.105,32;R$38.841.412,50;R$25.000.000,00;R$4.932.390,87;
2341;03/02/2021;4;9;31;32;42;46;1;MIRASSOL D'OESTE/MT;R$25.099.868,34;59;R$47.999,27;3548;R$1.140,26;R$0,00;R$49.118.593,50;R$2.500.000,00;R$5.677.642,74;
2342;06/02/2021;17;20;24;27;40;60;0;;R$0,00;35;R$51.441,93;2233;R$1.151,85;R$3.316.650,89;R$31.228.029,00;R$7.500.000,00;R$6.151.450,04;
2343;10/02/2021;4;31;42;45;49;56;0;;R$0,00;24;R$83.892,90;2507;R$1.147,31;R$7.025.600,31;R$34.921.728,00;R$11.000.000,00;R$6.681.299,97;
2344;13/02/2021;11;17;25;38;52;57;0;;R$0,00;59;R$42.795,90;4548;R$793,11;R$24.888.687,84;R$43.793.878,50;R$29.000.000,00;R$7.345.762,60;
2345;17/02/2021;7;16;19;22;28;55;0;;R$0,00;75;R$30.067,59;4970;R$648,19;R$29.042.762,29;R$39.112.816,50;R$34.000.000,00;R$7.939.201,81;
2346;20/02/2021;3;4;11;40;42;58;0;;R$0,00;53;R$64.466,74;4812;R$1.014,35;R$35.336.751,66;R$59.261.251,50;R$42.000.000,00;R$8.838.343,17;
2347;24/02/2021;8;9;17;30;58;60;0;;R$0,00;74;R$46.850,78;5504;R$899,85;R$41.723.252,74;R$60.132.298,50;R$50.000.000,00;R$9.750.700,48;
2348;27/02/2021;2;3;7;48;51;54;1;RIO DE JANEIRO/RJ;R$49.341.885,20;107;R$38.652,61;6601;R$895,06;R$0,00;R$71.733.469,50;R$2.500.000,00;R$10.839.076,56;
2349;03/03/2021;5;10;25;32;49;54;1;CURITIBA/PR;R$2.780.964,58;59;R$25.587,57;3150;R$684,65;R$17.118.616,07;R$26.184.258,00;R$22.000.000,00;R$11.236.357,23;
2350;06/03/2021;25;28;29;34;41;45;0;;R$0,00;40;R$64.050,85;2828;R$1.294,21;R$21.838.152,59;R$44.436.942,00;R$27.000.000,00;R$11.910.576,75;
2351;10/03/2021;19;22;35;41;47;49;0;;R$0,00;72;R$37.556,05;4604;R$839,03;R$26.819.270,36;R$46.899.868,50;R$32.000.000,00;R$12.622.165,03;
2352;13/03/2021;9;17;38;41;49;55;0;;R$0,00;102;R$31.309,46;5124;R$890,36;R$32.702.152,11;R$55.390.455,00;R$40.000.000,00;R$13.462.576,72;
2353;17/03/2021;3;19;34;41;48;53;0;;R$0,00;71;R$45.966,00;5457;R$854,36;R$38.714.021,01;R$56.604.937,50;R$45.000.000,00;R$14.321.415,15;
2354;20/03/2021;6;18;25;30;42;54;2;CANAL ELETRONICO;R$22.779.788,25;169;R$21.989,10;6593;R$805,21;R$17.877.175,12;R$64.454.539,50;R$22.000.000,00;R$15.299.351,66;
2355;24/03/2021;7;30;31;41;50;56;0;;R$0,00;29;R$78.428,97;2014;R$1.613,30;R$22.066.933,07;R$39.448.795,50;R$27.000.000,00;R$15.897.888,53;
2356;27/03/2021;3;10;25;36;51;58;1;CANAL ELETRONICO;R$27.070.907,55;100;R$27.164,44;5821;R$666,66;R$0,00;R$47.115.076,50;R$2.500.000,00;R$16.612.742,04;
2357;31/03/2021;19;28;30;34;40;51;0;;R$0,00;18;R$81.867,39;1287;R$1.635,71;R$2.714.550,43;R$25.558.933,50;R$6.000.000,00;R$17.000.534,98;
2358;03/04/2021;5;9;11;16;43;57;0;;R$0,00;66;R$23.700,03;3627;R$616,09;R$5.595.975,25;R$27.130.144,50;R$8.000.000,00;R$17.412.167,10;
2359;06/04/2021;31;32;39;42;43;51;0;;R$0,00;17;R$72.013,51;1053;R$1.660,87;R$18.565.052,11;R$21.233.529,00;R$22.000.000,00;R$17.734.332,83;
2360;08/04/2021;10;15;21;24;29;45;0;;R$0,00;36;R$58.470,79;3646;R$824,75;R$22.442.588,36;R$36.509.062,50;R$27.000.000,00;R$18.288.266,60;
2361;10/04/2021;14;21;22;29;35;46;0;;R$0,00;61;R$42.932,72;3782;R$989,23;R$27.266.869,79;R$45.423.171,00;R$33.000.000,00;R$18.977.449,68;
2362;14/04/2021;3;20;22;32;35;50;0;;R$0,00;41;R$75.848,58;3883;R$1.144,10;R$32.995.433,41;R$53.937.468,00;R$40.000.000,00;R$19.795.815,92;
2363;17/04/2021;6;14;24;34;39;58;1;SAO PAULO/SP;R$40.076.100,78;77;R$49.919,36;5169;R$1.062,31;R$0,00;R$66.668.242,50;R$2.500.000,00;R$20.807.339,84;
2364;22/04/2021;20;33;42;44;51;56;0;;R$0,00;180;R$8.467,06;1719;R$1.266,57;R$18.093.444,77;R$26.434.102,50;R$22.000.000,00;R$21.208.411,26;
2365;24/04/2021;1;17;28;37;44;50;0;;R$0,00;40;R$60.015,09;2940;R$1.166,47;R$22.515.609,47;R$41.637.028,50;R$28.000.000,00;R$21.840.149,09;
2366;28/04/2021;4;27;33;35;38;41;0;;R$0,00;76;R$37.685,71;4869;R$840,33;R$27.791.608,55;R$49.676.332,50;R$34.000.000,00;R$22.593.863,26;
2367;30/04/2021;5;23;29;34;53;60;0;;R$0,00;63;R$40.222,88;4551;R$795,44;R$32.459.579,35;R$43.951.423,50;R$38.000.000,00;R$23.260.716,25;
2368;04/05/2021;4;7;13;25;36;58;1;NOVA BRASILANDIA D'OESTE/RO;R$37.429.107,24;152;R$17.748,32;7476;R$515,50;R$0,00;R$46.790.743,50;R$2.000.000,00;R$23.970.648,83;
2369;06/05/2021;4;9;17;19;37;60;0;;R$0,00;47;R$30.966,61;3447;R$603,18;R$16.520.136,74;R$25.243.569,00;R$20.000.000,00;R$24.353.656,88;
2370;08/05/2021;7;31;37;42;44;56;0;;R$0,00;29;R$87.322,20;3835;R$943,32;R$21.184.980,91;R$43.921.984,50;R$27.000.000,00;R$25.020.063,21;
2371;12/05/2021;4;15;30;36;39;48;0;;R$0,00;53;R$56.726,39;3480;R$1.234,19;R$26.723.268,11;R$52.145.914,50;R$33.000.000,00;R$25.811.247,11;
2372;15/05/2021;3;19;25;44;46;57;0;;R$0,00;128;R$28.213,14;7636;R$675,61;R$33.375.629,41;R$62.635.513,50;R$40.000.000,00;R$26.761.584,46;
2373;19/05/2021;23;24;26;44;49;60;0;;R$0,00;72;R$51.363,16;5432;R$972,58;R$40.188.006,27;R$64.142.145,00;R$48.000.000,00;R$27.734.781,16;
2374;22/05/2021;12;13;25;37;39;41;0;;R$0,00;125;R$35.344,96;8177;R$771,87;R$68.319.310,42;R$76.629.622,50;R$80.000.000,00;R$28.897.444,13;
2375;26/05/2021;2;6;44;46;53;58;0;;R$0,00;144;R$42.488,96;8909;R$981,09;R$79.590.065,50;R$106.120.143,00;R$100.000.000,00;R$30.507.552,02;
2376;29/05/2021;12;14;17;18;19;22;2;"MACEIO/AL; SAO PAULO/SP";R$47.341.439,63;433;R$18.922,04;19908;R$587,93;R$0,00;R$142.106.854,50;R$2.500.000,00;R$32.663.668,29;
2377;02/06/2021;5;18;29;35;43;44;0;;R$0,00;35;R$51.216,97;2890;R$886,10;R$3.302.147,03;R$31.091.467,50;R$7.200.000,00;R$33.135.403,59;
2378;05/06/2021;11;37;38;41;49;54;0;;R$0,00;33;R$67.079,61;2518;R$1.255,88;R$7.379.881,13;R$38.394.031,50;R$12.000.000,00;R$33.717.937,04;
2379;09/06/2021;2;8;26;32;46;56;0;;R$0,00;72;R$35.139,46;4222;R$856,07;R$36.180.172,96;R$43.882.042,50;R$42.000.000,00;R$34.383.737,35;
2380;12/06/2021;11;16;20;24;39;53;1;BALNEARIO CAMBORIU/SC;R$43.258.691,06;59;R$65.129,22;5566;R$986,24;R$0,00;R$66.648.006,00;R$3.000.000,00;R$35.394.954,23;
2381;16/06/2021;7;23;32;41;42;47;0;;R$0,00;37;R$45.372,62;2458;R$975,69;R$3.092.501,87;R$29.117.547,00;R$7.000.000,00;R$35.836.740,23;
2382;19/06/2021;6;9;19;38;53;55;1;CANAL ELETRONICO;R$7.098.061,76;52;R$41.816,28;4044;R$768,13;R$0,00;R$37.714.473,00;R$2.500.000,00;R$36.408.963,09;
2383;23/06/2021;13;15;16;20;40;41;1;SAO PAULO/SP;R$2.783.717,00;47;R$32.152,36;2151;R$1.003,62;R$0,00;R$26.210.173,50;R$2.500.000,00;R$36.806.636,97;
2384;26/06/2021;9;13;22;25;26;31;0;;R$0,00;57;R$28.668,57;3781;R$617,41;R$15.563.083,34;R$28.342.629,00;R$20.000.000,00;R$37.236.665,53;
2385;29/06/2021;12;24;32;37;43;60;0;;R$0,00;32;R$44.062,03;2340;R$860,79;R$18.160.423,87;R$24.455.340,00;R$22.000.000,00;R$37.607.714,19;
2386;01/07/2021;11;13;16;35;49;50;0;;R$0,00;44;R$45.390,69;3087;R$924,24;R$21.839.458,94;R$34.640.068,50;R$27.000.000,00;R$38.133.290,63;
2387;03/07/2021;8;26;30;31;38;48;0;;R$0,00;30;R$89.150,26;3038;R$1.257,64;R$26.766.184,04;R$46.387.732,50;R$32.000.000,00;R$38.837.108,52;
2388;07/07/2021;8;30;33;37;45;48;0;;R$0,00;83;R$40.247,97;5329;R$895,52;R$32.919.886,46;R$57.940.375,50;R$40.000.000,00;R$39.716.208,89;
